dcs	sen	spe
0.7644113919962864	0.9960907507504805	0.9033906164185663
0.6902114484272708	0.9984655055735221	0.8281663336383445
0.7971992826087705	0.9979298849802037	0.9157743267363772
0.6758233070879327	0.9963322177122647	0.8582196925623466
0.7505019097309165	0.9968915177949055	0.8794801016243331
0.7482439753859399	0.9958491587866004	0.8609887888594813
0.7278252608176974	0.9916860948530251	0.8696082625913732
0.8127471231647163	0.9979086627963384	0.9202381260298154
0.8022151882826258	0.995059963003762	0.9122964139431163
0.7874761974596548	0.996463287655011	0.8857965329602134
0.730228392360973	0.9964922925422204	0.8934394458088363
0.7454870206540777	0.9967937230118035	0.8791354199822653
0.8012462425779953	0.9936232838324573	0.9093912487269603
0.785686410545486	0.9945932594137666	0.91651387155884
0.8193176405244506	0.9966085345021213	0.9304570882412823
0.7443150490384455	0.9971668126962606	0.8758759993344558
0.8025288418231636	0.995580650186736	0.9169087178638755
0.7680313502666364	0.9951565673769136	0.8808507496953013
0.7683248394295229	0.9918399346311407	0.900045257366194
0.8225211016970075	0.9962668934572707	0.9018191375762061
0.7652935721201747	0.9983347571159992	0.8940927635190727
0.769765229890849	0.9948535206959889	0.8987731264227625
0.8439194211115684	0.981687760251357	0.9258500542224347
0.7677636438547224	0.9969827762140324	0.8909617330071626
0.7659715186911668	0.9952620022307503	0.8983270356384013
0.7400030864658472	0.9987789309598786	0.8884418754365941
0.7869583517483945	0.9942629782319646	0.8900472353365508
0.8044603439308956	0.9981087180685836	0.8991184681422475
0.7932107833618001	0.9947974338171264	0.8981838444777397
0.7587832436503205	0.9887486025841509	0.893740110973448
0.8077802289415035	0.9943239286773975	0.9174075463010557
0.8695710199528028	0.987043030520125	0.9476807097438446
0.7418337446216952	0.9978151587159736	0.9001992371516254
0.7831567683052414	0.9971690732594815	0.8995237980868954
0.7839268689872869	0.9933152741438904	0.8972233949378807
0.8160871027326825	0.9965695295184724	0.9181924670495131
0.715519457278301	0.9977388404354697	0.8850624832906471
0.8070462244676863	0.9967885953469887	0.9140993589799506
0.8034563567184669	0.9932693696369547	0.9249034271735059
0.807719283405761	0.9971004854278416	0.8835273676984718
