dcs	sen	spe
0.9657676850527823	0.9576233877778204	0.9910939531097144
0.9402227674706034	0.9873787234655099	0.9605751480816392
0.9546842222665186	0.9651926749452996	0.9801628814274802
0.9476006534829375	0.9699279778127519	0.9730500629849507
0.9531141759922637	0.9836684532263636	0.9719153706731349
0.9540097240511092	0.9490338662623315	0.9858489064740489
0.9498507740009987	0.981159552416414	0.970407961565779
0.9628587255005951	0.9800199608460328	0.9805801986036102
0.9670830027324315	0.9620551994165291	0.990383069109232
0.9580193218528461	0.9768548952055583	0.9781920890231972
0.9503568899998555	0.9467954685040881	0.9840422769729701
0.9442996084839194	0.9871765959080265	0.9638196687259618
0.9110506923727681	0.9817899264903459	0.9394287047211911
0.9352028804874671	0.9720980000767725	0.9627132442609989
0.9566128392862386	0.9378760652182258	0.9919876358531781
0.9241547347849981	0.972300727419293	0.9539543995658059
0.9606657932348738	0.96754323250547	0.9836703977432626
0.9190332224052872	0.9448083806763656	0.9611497182428539
0.9632828669479389	0.9569390330505547	0.9895651860736254
0.9576006616134604	0.9750633372999117	0.9785616649468648
0.9407368899114505	0.9789991267129861	0.9642698603610244
0.9582866392728179	0.9785804767571302	0.9777358250358478
0.9405598271212636	0.9899170137422748	0.959839765280551
0.9567758533570875	0.9676218043453226	0.9807814237949103
0.961506220823288	0.9769178726344478	0.9807502244676432
0.9573567700718402	0.9818433073586427	0.9758027230940352
0.9621085762832267	0.9618038894860083	0.9868864411492744
0.9491478108925092	0.9747838374726499	0.9723381320271773
0.9575223390461157	0.977958499673717	0.9774031020088179
0.9436257816121312	0.9572725135311504	0.9749856776242612
0.9375068911655258	0.9791712650186173	0.9616983238632556
0.9565547792688243	0.9739249452996046	0.978217844172552
0.9444427239610574	0.9877385944877356	0.9637109945591723
0.9468610492350282	0.9912491363095467	0.9642129058844026
0.9473590498961749	0.9829109247245787	0.9678316090644725
0.9595090014789692	0.9556830831829872	0.9873125527666474
0.9647678774658573	0.9762113258608115	0.9834132650326316
0.9482196851520405	0.9697972246746766	0.9735672598866271
0.9416444328008696	0.9830566724885801	0.9633780621406842
0.9529680941268807	0.978773607539058	0.9736824251886198
0.941195821634614	0.9481587699906395	0.9878262699512413
0.9588588199216684	0.9658403866900733	0.9915100518933718
0.9523389983627625	0.9530053390059369	0.9896563240710817
0.9608153955741173	0.9500005878963892	0.9948812746789429
0.9504282351400224	0.9559199692611703	0.9913533798239936
0.9494407264747642	0.969083973222635	0.9884733140598888
0.9592484086421601	0.9632481547446116	0.9922832805324256
0.9389978352628655	0.9367554588008857	0.9900943209560312
0.9397054440022822	0.952069672387039	0.9828967486926079
0.9522379165979998	0.9766316466088162	0.9870621901459518
0.9513711173346144	0.9467866643588033	0.992523279601749
0.9509638048963892	0.960692120822558	0.9875251052961075
0.9567827757552286	0.9608721809208006	0.9905465305895549
0.9563325869321734	0.9524015439873826	0.9932227445086605
0.9536729930371834	0.965907881153229	0.9913866643876861
0.9548678086021083	0.9562479529279392	0.9911371983600822
0.9430682863987979	0.9796136724975676	0.9857780417293759
0.9571737652835666	0.9638226347193345	0.9921537558677093
0.9683810947733201	0.9680860379639937	0.9890712316238056
0.9553043830974016	0.9549147585505355	0.9845450258640329
0.931847752397344	0.9794063807531381	0.9571754683668137
