Epoch	Acc	Loss	Time	valloss	valacc
0	0.75	0.690053403378	2.0831868648529053	0.700909495354	0.0
1	0.75	0.689344465733	2.167973279953003	0.695497632027	0.25
2	0.9296875	0.683585882187	2.2514071464538574	0.701010465622	0.02734375
3	0.75	0.685311436653	2.3346595764160156	0.700600504875	0.11328125
4	0.51171875	0.692596435547	2.4178977012634277	0.704293012619	0.0
5	0.75	0.688224673271	2.5041444301605225	0.700524508953	0.16796875
6	0.95703125	0.675523996353	2.593363046646118	0.699863672256	0.24609375
7	0.75	0.683417081833	2.68363094329834	0.688603520393	0.5
8	0.5	0.694766998291	2.769886016845703	0.710249185562	0.0
9	0.75	0.679181814194	2.8501315116882324	0.703190922737	0.25
10	0.9765625	0.665130376816	2.932433843612671	0.708813667297	0.15234375
11	0.90234375	0.670831918716	3.020724296569824	0.682063817978	0.60546875
12	0.25	0.703216791153	3.1068971157073975	0.709962546825	0.08984375
13	0.25	0.70277518034	3.1921534538269043	0.718736469746	0.0
14	0.75	0.662331879139	3.2774078845977783	0.68741607666	0.5
15	0.51953125	0.691442251205	3.3635308742523193	0.721363902092	0.01953125
16	0.69921875	0.66702234745	3.4488093852996826	0.696491420269	0.25
17	0.75	0.656200170517	3.5357816219329834	0.724287450314	0.1328125
18	0.76171875	0.658226191998	3.6267919540405273	0.717259585857	0.15234375
19	0.3984375	0.685403466225	3.7108938694000244	0.698084890842	0.26953125
20	0.6171875	0.673678159714	3.795152425765991	0.717941761017	0.1953125
21	0.484375	0.670472741127	3.876899003982544	0.671931624413	0.5
22	0.61328125	0.673053503036	3.9616246223449707	0.713708043098	0.25
23	0.6328125	0.661481738091	4.045852422714233	0.746611654758	0.0
24	0.5	0.660595536232	4.128150701522827	0.743643283844	0.0
25	0.48046875	0.691121935844	4.210374116897583	0.741721093655	0.0
26	0.88671875	0.624866366386	4.293649911880493	0.712357401848	0.2265625
27	0.5625	0.650574564934	4.378350496292114	0.665659666061	0.4765625
28	0.75	0.630444407463	4.460663795471191	0.550172269344	0.95703125
29	0.5703125	0.656037569046	4.543385744094849	0.68383705616	0.25
30	0.4375	0.676083803177	4.6276702880859375	0.713162779808	0.29296875
31	0.96875	0.558697462082	4.708885669708252	0.762940645218	0.0
32	0.9765625	0.553669333458	4.7931413650512695	0.551262617111	0.7421875
33	0.75	0.574192464352	4.877868413925171	0.72088265419	0.25
34	1.0	0.478368341923	4.960592746734619	0.870970666409	0.04296875
35	0.80078125	0.504566073418	5.045369386672974	0.901099681854	0.0
36	0.5	0.626103043556	5.1256372928619385	0.699536561966	0.37109375
37	0.75	0.523182034492	5.207551002502441	0.774418354034	0.25
38	0.75	0.534494102001	5.28974461555481	1.01233482361	0.0390625
39	0.5	0.604301393032	5.370988368988037	0.709189891815	0.42578125
40	1.0	0.35490038991	5.453238010406494	0.602121829987	0.5
41	0.80859375	0.543343126774	5.536513090133667	0.811066925526	0.25
42	1.0	0.308486968279	5.618758678436279	0.822034299374	0.4140625
43	0.72265625	0.609416723251	5.704015493392944	1.07145404816	0.0
44	0.5	0.596107006073	5.787743806838989	0.396629989147	0.703125
45	0.36328125	0.760257005692	5.873443841934204	0.5600720644	0.66796875
46	0.12890625	1.1121339798	5.956692695617676	0.567339658737	0.69140625
47	1.0	0.264170706272	6.040920972824097	0.733579576015	0.25
48	0.984375	0.359709858894	6.127202987670898	0.57982057333	0.625
49	0.75	0.39441639185	6.209453821182251	1.02629685402	0.0078125
50	0.75	0.391383558512	6.290697813034058	0.836508631706	0.25
51	0.546875	0.643393874168	6.374542951583862	1.21095097065	0.0
52	0.984375	0.27076920867	6.455763578414917	0.639626085758	0.5
53	0.5	0.456621199846	6.53898811340332	0.976537108421	0.0
54	0.75	0.254883170128	6.62323260307312	0.68881547451	0.421875
55	0.70703125	0.333778500557	6.708515405654907	0.980261445045	0.39453125
56	0.5	0.440880060196	6.7917397022247314	0.966620981693	0.18359375
57	0.0	0.821981668472	6.874963045120239	1.25397396088	0.0625
58	0.48828125	0.509161531925	6.9582109451293945	1.18617081642	0.25
59	0.59765625	0.487749993801	7.042490482330322	0.571376085281	0.578125
60	0.73046875	0.319414913654	7.126738548278809	0.560654580593	0.5
61	0.5	0.424336969852	7.2089667320251465	0.924877226353	0.23046875
62	0.76953125	0.491060733795	7.290685653686523	0.858804166317	0.1875
63	0.75	0.22714433074	7.372431516647339	0.794560432434	0.4609375
64	0.6328125	0.380254030228	7.4566802978515625	0.907516598701	0.0
65	0.75	0.3070987463	7.540472507476807	1.33707904816	0.0234375
66	0.52734375	0.506102800369	7.621719837188721	0.598383843899	0.5
67	0.5	0.479192137718	7.7050018310546875	0.857729613781	0.48828125
68	0.6328125	0.540573835373	7.788722276687622	0.516418457031	0.8203125
69	0.75	0.288631230593	7.8734776973724365	1.08555674553	0.1484375
