Epoch	Acc	Loss	Time
0	0.0	0.706136822701	1.9645795822143555
1	0.0	0.698497593403	2.0007033348083496
2	0.34375	0.694290280342	2.03576922416687
3	0.0234375	0.696883380413	2.0708653926849365
4	0.21875	0.694593787193	2.104956865310669
5	0.3515625	0.693405032158	2.139072895050049
6	0.359375	0.694264531136	2.175203800201416
7	0.546875	0.69261687994	2.2092690467834473
8	0.6328125	0.692585647106	2.2453908920288086
9	0.265625	0.697176814079	2.2805099487304688
10	0.578125	0.692431747913	2.3155767917633057
11	0.8515625	0.691351413727	2.3517305850982666
12	0.53125	0.692979574203	2.386690139770508
13	0.6015625	0.693171024323	2.4198033809661865
14	0.9375	0.69106388092	2.453868865966797
15	1.0	0.688868284225	2.488886833190918
16	0.4453125	0.694428443909	2.5249838829040527
17	0.5546875	0.69356995821	2.558100461959839
18	0.578125	0.691456675529	2.591214418411255
19	0.953125	0.687970399857	2.6242759227752686
20	1.0	0.686101555824	2.6604113578796387
21	0.5	0.694239974022	2.695218086242676
22	1.0	0.683886528015	2.729282855987549
23	1.0	0.679836153984	2.7639262676239014
24	1.0	0.682943761349	2.799422025680542
25	1.0	0.680013418198	2.8334901332855225
26	1.0	0.674596488476	2.8676552772521973
27	0.5	0.692731618881	2.9047303199768066
28	0.5	0.695402860641	2.9388468265533447
29	0.5	0.688192486763	2.972945213317871
30	0.0234375	0.725088000298	3.0070295333862305
31	0.5	0.69068646431	3.0411202907562256
32	1.0	0.668403506279	3.0752406120300293
33	0.515625	0.697254419327	3.112338066101074
34	0.5	0.700907766819	3.1464390754699707
35	1.0	0.664194822311	3.181159019470215
36	1.0	0.668512582779	3.2172293663024902
37	0.5	0.69555413723	3.2508466243743896
38	1.0	0.655882537365	3.2844629287719727
39	0.53125	0.689885497093	3.320559501647949
40	1.0	0.647800326347	3.354705333709717
41	1.0	0.667559981346	3.39023494720459
42	0.0	0.738702476025	3.4242968559265137
43	1.0	0.645480453968	3.457915782928467
44	1.0	0.645931720734	3.4929397106170654
45	0.6015625	0.662729203701	3.5270559787750244
46	0.5	0.677764356136	3.5611236095428467
47	1.0	0.611917853355	3.594003438949585
48	0.5	0.69636452198	3.6300735473632812
49	1.0	0.606842756271	3.6641924381256104
