Epoch	Acc	Loss	Time
0	0.15625	0.694113492966	0.4755110740661621
1	0.4921875	0.6932554245	0.5403602123260498
2	0.59765625	0.693099319935	0.6045355796813965
3	0.91796875	0.691598057747	0.6683435440063477
4	0.55859375	0.693418622017	0.7285068035125732
5	0.453125	0.69433170557	0.7877151966094971
6	0.75	0.691702127457	0.8438646793365479
7	0.5	0.694405972958	0.8970088958740234
8	0.71484375	0.689915597439	0.9511778354644775
9	0.74609375	0.692276060581	1.0063817501068115
10	0.1484375	0.698322296143	1.0594956874847412
11	0.5234375	0.692040681839	1.1126112937927246
12	0.91015625	0.688890516758	1.1657791137695312
13	0.5	0.693343579769	1.2209551334381104
14	0.75	0.689222335815	1.2735967636108398
15	0.65625	0.689879536629	1.3272154331207275
16	0.5	0.694119215012	1.3798573017120361
17	0.78515625	0.686777532101	1.4334166049957275
18	0.5	0.692039728165	1.488621711730957
19	0.75	0.690585613251	1.542738437652588
20	0.4375	0.695802807808	1.5959341526031494
21	0.51171875	0.690818786621	1.6501049995422363
22	0.3359375	0.695026934147	1.7042748928070068
23	0.95703125	0.685324847698	1.7574422359466553
24	0.5	0.691442728043	1.8115909099578857
25	0.75	0.688980102539	1.8657352924346924
26	0.99609375	0.683678865433	1.9189224243164062
27	0.75	0.68695473671	1.9741194248199463
28	1.0	0.677894711494	2.0282671451568604
29	0.515625	0.687208235264	2.083916425704956
30	0.9296875	0.683460593224	2.1375882625579834
31	0.5	0.694860875607	2.190786361694336
32	1.0	0.675377607346	2.243900775909424
33	0.51953125	0.689803123474	2.2996039390563965
34	0.80859375	0.683965682983	2.3527450561523438
35	0.75	0.682821333408	2.4069201946258545
36	0.76171875	0.676753163338	2.460036039352417
37	0.375	0.684559941292	2.5132334232330322
38	0.859375	0.67768406868	2.5663716793060303
39	0.8359375	0.675465166569	2.6204960346221924
40	0.75	0.673054218292	2.6741130352020264
41	0.75	0.667657375336	2.728586435317993
42	0.7109375	0.666884064674	2.7832324504852295
43	0.54296875	0.693378686905	2.8379392623901367
44	0.828125	0.662903368473	2.891108989715576
45	0.96875	0.637244582176	2.946256160736084
46	0.640625	0.686012744904	3.0009829998016357
47	0.4140625	0.674877762794	3.0540974140167236
48	0.90234375	0.640895605087	3.1072428226470947
49	0.76171875	0.650305092335	3.1603848934173584
50	0.8828125	0.633381128311	3.2135581970214844
51	0.82421875	0.653131127357	3.268704414367676
52	1.0	0.568426787853	3.3218488693237305
53	0.84375	0.561891257763	3.376516819000244
54	0.5	0.628522872925	3.4311654567718506
55	0.5	0.704894185066	3.4848084449768066
56	0.66796875	0.691590726376	3.5380239486694336
57	1.0	0.57166993618	3.591168165206909
58	1.0	0.524833500385	3.6443088054656982
59	1.0	0.514147698879	3.699483871459961
60	0.36328125	0.685979068279	3.7536818981170654
61	0.5703125	0.696262717247	3.807854652404785
62	0.98828125	0.477552294731	3.862025737762451
63	0.5	0.713494777679	3.916173219680786
64	0.21875	0.934712052345	3.9703164100646973
