dcs	sen	spe
0.9648706701529288	0.9720884035161798	0.9850326985701076
0.9572416677993429	0.9799821743886991	0.9764244063333378
0.9393886260703742	0.9832911884380638	0.9615352079173423
0.9088147628249535	0.956817876473072	0.9480449538333713
0.9562859594581288	0.9785540862155003	0.9762541710778467
0.9562300423666638	0.9849777839622279	0.973764506640222
0.9473639874235487	0.9375929666807417	0.985414419198349
0.9562227526898849	0.9793038175118037	0.9759212386593586
0.9606997225862771	0.9795557272273617	0.9791584306026454
0.9589694208276575	0.9795929138996584	0.9778597847790836
0.9345783242051678	0.9866283923841696	0.9564453203521797
0.9428701831869973	0.9813322905070823	0.9650006365500329
0.9580289266076978	0.9614398199685232	0.9840523277629621
0.9418516815163076	0.9482577444243983	0.9771872194154461
0.9628746244508452	0.9680422536562896	0.9850959347904745
0.9527377996399026	0.9711815285401713	0.9764225218102143
0.9183512995098094	0.9820892192238302	0.9452872683292907
0.9564268342689083	0.9736868306398987	0.9782134469519305
0.9354082769842952	0.9847060813404476	0.9578631099154393
0.9336670310185956	0.9816141894744923	0.9577251209445062
0.9538531775018262	0.9711857270354305	0.9772531777247692
0.9423882777508084	0.9873625292695098	0.9622664028892671
0.9162951881822989	0.9853070659475643	0.9422831290789456
0.9040353244483684	0.9531675847376301	0.9457035385481298
0.934325451537295	0.9754897844612491	0.9606811001594725
0.9393472514817325	0.9745421241027216	0.9649518483402796
0.9541721021518645	0.9739255450846417	0.9764424139987403
0.8929515722732684	0.977159586004376	0.926181763511612
0.950467065951378	0.9857137202026793	0.9691199947065839
0.9487729081994108	0.9767433351886684	0.9712968283057049
0.9479737537613125	0.9939127816590534	0.9640389015826644
0.9636930394821975	0.9755329689839162	0.9828799449886761
0.9539009994472556	0.9646960529346282	0.9797734133152866
0.9458846525560751	0.9908850667920617	0.963600017086343
0.9484432700878646	0.964931168669149	0.9756190867852214
0.9427498269097623	0.9800331561168477	0.9654164879859557
0.9281302489620921	0.9836600562358451	0.9525211150346418
0.9461850437450473	0.9825804431691681	0.9670612578898702
0.9552711248094481	0.9636890138574334	0.9811706825156458
0.9453179799596617	0.9861569613450539	0.9650031492475308
0.9343371462362213	0.9704269989635714	0.9627061249514212
0.9308709359651157	0.9725910233772216	0.959138094504228
0.918199492473485	0.9818079200414571	0.9452795208453384
0.9322626128149072	0.9811217659590803	0.9568161526245963
0.9483867917784148	0.9866643794863921	0.9671636503129146
0.9525540065851184	0.9550587069594257	0.9824745631256617
0.9461488912133403	0.97438018214272	0.9702222313423835
0.9504926006087581	0.933485638747073	0.9892722474236475
0.9519542021340367	0.9715384006372116	0.975699493105158
0.934668098003959	0.9640098988522513	0.9655163677115022
0.9438359410407363	0.9842712371885917	0.964596092252851
0.9106039463594701	0.9800763406395148	0.9397752475844602
0.9462688970892006	0.9726558001612222	0.9709837880757427
0.9525792115642279	0.968832770335112	0.9772056458637649
0.9088142027437118	0.9591786303788722	0.9470549510191502
0.9557774243700969	0.9660479684081226	0.9806440629983517
0.9492971980640496	0.9825486545622049	0.9694506238190321
0.950060009935881	0.981847505853902	0.9703013813135712
0.9352094077642391	0.989751473072051	0.9557013525013066
0.9404794756006015	0.9648412009135926	0.9696392855228421
0.9590304496118143	0.9693911702045986	0.9817710078262152
0.9549934459040424	0.9753206450808031	0.9765224015357608
0.9527094385302809	0.9629698715980193	0.9795527147183769
0.9510235807819213	0.9708738388161683	0.9752580959113386
0.9388291305640017	0.9852146990518598	0.9603406296484903
0.945059040581864	0.9794657594718053	0.9674111510164699
0.9221773135510125	0.9612178995048175	0.9569013749480709
0.9234701827714532	0.9668414840121301	0.9556316251457364
0.9391213306878674	0.9743190040689417	0.9648655790595141
0.9306291282453731	0.9900705587117578	0.951936494083435
0.9325595198384125	0.9725430405742582	0.9604781998365072
0.9502503629625163	0.9829834987140609	0.9700078144892188
0.9467191221587289	0.9269041975356033	0.989095311641495
0.9535912704431279	0.9804751976891483	0.9734992076627222
0.9567798603108906	0.9760937679935511	0.9775595174280699
0.9425601469623655	0.9687757907565928	0.9696794886828105
