Epoch	Acc	Loss	Time	valloss	valacc
0	0.421875	0.694981276989	0.501000165939331	0.694109082222	0.41015625
1	0.0078125	0.696687400341	0.5972850322723389	0.694837749004	0.20703125
2	0.26953125	0.694254875183	0.6921076774597168	0.693127989769	0.48828125
3	0.453125	0.693391799927	0.784379243850708	0.69286519289	0.546875
4	0.53125	0.692732751369	0.8746809959411621	0.692580699921	0.75390625
5	0.6953125	0.692444443703	0.9614143371582031	0.689835131168	0.8046875
6	0.66796875	0.690505325794	1.0476195812225342	0.690610051155	0.6875
7	0.63671875	0.691320240498	1.1318469047546387	0.69324016571	0.578125
8	0.984375	0.683920323849	1.2161016464233398	0.687456905842	0.82421875
9	0.51953125	0.688336491585	1.300912618637085	0.694188833237	0.28125
10	1.0	0.682502925396	1.3841228485107422	0.682726085186	0.8203125
11	0.75	0.678739845753	1.4704294204711914	0.68074709177	0.75
12	1.0	0.673257052898	1.5537028312683105	0.694921433926	0.5
13	0.75	0.675750792027	1.6375415325164795	0.673190832138	1.0
14	0.75	0.678764939308	1.7227716445922852	0.684713602066	0.515625
15	0.75	0.671189904213	1.8060197830200195	0.676969707012	0.75
16	0.50390625	0.69547855854	1.8922481536865234	0.676792144775	0.75
17	0.75390625	0.69263446331	1.977503776550293	0.656202614307	0.75
18	0.59765625	0.685988068581	2.061755657196045	0.678962349892	0.75
19	1.0	0.650540053844	2.144979238510132	0.642048239708	1.0
20	0.75	0.665907800198	2.231239080429077	0.680660009384	0.52734375
21	0.5	0.696629464626	2.315938949584961	0.720860779285	0.3671875
22	0.5	0.687908113003	2.3996641635894775	0.689717829227	0.51171875
23	0.5	0.669293880463	2.483888864517212	0.616017699242	0.9609375
24	0.6484375	0.67399930954	2.567138671875	0.633524596691	1.0
25	0.76953125	0.636711120605	2.654426097869873	0.665745139122	0.75
26	0.78125	0.639725267887	2.7426087856292725	0.637295603752	0.734375
27	0.87109375	0.607674121857	2.8278651237487793	0.658550441265	0.578125
28	0.83984375	0.627887129784	2.913093090057373	0.73023891449	0.5
29	0.84375	0.63554751873	2.9973442554473877	0.631829738617	0.7109375
30	0.6328125	0.665541529655	3.0811545848846436	0.592080116272	0.84765625
31	0.88671875	0.592193603516	3.1664109230041504	0.547206878662	0.91015625
32	0.87109375	0.589188218117	3.2516939640045166	0.589670538902	0.75
33	0.90625	0.591541111469	3.3379006385803223	0.64428961277	0.75
34	0.75	0.557885169983	3.4211487770080566	0.602993607521	0.734375
35	0.5234375	0.720590829849	3.5069050788879395	0.76809233427	0.515625
36	1.0	0.449782013893	3.590658664703369	0.463748216629	1.0
37	0.5	0.661843419075	3.6759419441223145	0.612043857574	0.75
38	0.75	0.51076477766	3.7601914405822754	0.569008350372	0.734375
39	0.96875	0.453690767288	3.8465044498443604	0.408933997154	0.98046875
40	0.5078125	0.793299913406	3.929784059524536	0.763651013374	0.5
41	0.50390625	0.894865632057	4.015541076660156	0.774789988995	0.6796875
42	0.62890625	0.688484311104	4.099263429641724	0.542712807655	0.75
43	0.7265625	0.49306511879	4.184497117996216	0.289138168097	1.0
44	0.5390625	0.711046099663	4.268301010131836	0.417031228542	0.87109375
45	0.4609375	0.814384102821	4.352527856826782	0.905102968216	0.5
46	0.61328125	0.684470772743	4.433773040771484	0.804858505726	0.4375
47	0.76953125	0.510851681232	4.518473863601685	0.322236657143	1.0
48	0.296875	0.985355019569	4.603200674057007	0.431801915169	1.0
49	0.53515625	0.655825972557	4.687113523483276	0.417078822851	1.0
50	0.60546875	0.710886120796	4.771394729614258	0.424910008907	0.9140625
51	0.75	0.698276400566	4.855596542358398	0.362137198448	1.0
52	0.953125	0.442821502686	4.937844276428223	0.540516257286	0.75
53	0.78515625	0.56854557991	5.023072719573975	0.407818257809	1.0
54	0.7578125	0.526485204697	5.107297897338867	0.622336864471	0.75390625
55	0.7734375	0.559532523155	5.191164970397949	0.6064889431	0.78515625
56	0.6328125	0.583089947701	5.277369022369385	0.777426421642	0.5
57	1.0	0.436677485704	5.36267876625061	0.418975114822	1.0
58	0.75	0.69080299139	5.447932243347168	0.479792773724	0.91796875
59	0.76171875	0.590848922729	5.53015661239624	0.591947972775	0.73046875
60	0.98828125	0.438019037247	5.614406585693359	0.446100652218	1.0
61	0.75	0.562879920006	5.699343681335449	0.526226758957	0.75
62	0.7578125	0.613135576248	5.783591985702515	0.750629007816	0.5
63	0.49609375	0.741405725479	5.868373155593872	0.406663894653	1.0
64	0.765625	0.499339282513	5.9521448612213135	0.882604062557	0.32421875
65	0.75	0.576560974121	6.036979675292969	0.451191842556	0.890625
66	0.5	0.713259875774	6.1212317943573	0.486198872328	0.77734375
67	0.5	0.696444630623	6.20445442199707	0.537534713745	0.75
68	0.55078125	0.670272886753	6.288679361343384	0.577394545078	0.71484375
69	0.53125	0.713754594326	6.372931241989136	0.415522217751	0.9765625
70	0.75	0.512134075165	6.457209825515747	0.504019975662	0.7890625
71	1.0	0.373876750469	6.542470693588257	1.0020134449	0.375
72	0.58984375	0.60683786869	6.628198623657227	0.628568947315	0.546875
73	0.828125	0.378715962172	6.712924957275391	0.369297266006	0.98046875
74	0.75	0.529282987118	6.79720401763916	0.740719258785	0.5
75	0.75	0.448984056711	6.882006883621216	0.549622416496	0.71875
76	1.0	0.337464749813	6.96628999710083	0.603522121906	0.76171875
77	0.87890625	0.518451690674	7.051245450973511	0.468600451946	0.765625
78	0.5	0.796397209167	7.136114835739136	0.191637471318	1.0
79	0.77734375	0.615815639496	7.220366477966309	0.321175515652	0.9921875
80	0.91015625	0.443264424801	7.303563356399536	0.645392894745	0.625
81	0.5	0.822246789932	7.388074636459351	0.405271470547	0.75
82	0.2890625	1.12507820129	7.4723780155181885	0.578919947147	0.7734375
83	0.7578125	0.5022777915	7.557657241821289	0.396167218685	0.94140625
84	0.75	0.454887330532	7.63787055015564	0.39492675662	0.90625
85	0.8359375	0.358820557594	7.722620964050293	0.321491897106	1.0
86	0.7421875	0.530681312084	7.806321144104004	0.380189925432	0.83203125
87	0.25	0.75383913517	7.888614654541016	0.503157615662	0.73828125
88	0.9921875	0.430707901716	7.971894025802612	0.321260392666	1.0
89	0.5	0.653738379478	8.056677341461182	0.521627128124	0.99609375
90	0.01171875	1.13223552704	8.140924215316772	0.422022432089	0.95703125
91	0.62890625	0.889977097511	8.224650859832764	0.649704992771	0.53515625
92	0.2734375	0.879374623299	8.308400630950928	0.47020855546	0.9296875
93	0.69921875	0.543889522552	8.39067792892456	0.587578475475	0.76953125
94	0.96875	0.487391978502	8.47495722770691	0.570204496384	0.875
95	0.87109375	0.589211821556	8.560238361358643	0.570583939552	0.9609375
96	0.7421875	0.586445808411	8.646472215652466	0.563264250755	0.9140625
97	0.83203125	0.582856953144	8.734708070755005	0.534080982208	0.88671875
98	0.890625	0.653947114944	8.819964170455933	0.617377698421	0.9453125
99	0.9140625	0.589997053146	8.998354434967041	0.493002831936	0.984375
100	0.80859375	0.604245662689	9.082056760787964	0.594947934151	0.8125
101	0.96875	0.620013058186	9.166076421737671	0.547822237015	0.7578125
102	0.625	0.687322556973	9.246321201324463	0.576502799988	0.8125
103	1.0	0.473990440369	9.33204984664917	0.619326114655	0.921875
104	0.640625	0.689313411713	9.415772914886475	0.599202573299	0.81640625
105	0.875	0.513150393963	9.499754667282104	0.480911791325	0.9765625
106	0.96875	0.50225520134	9.585985898971558	0.623050630093	0.640625
107	0.7109375	0.615097641945	9.667779922485352	0.651416182518	0.765625
108	1.0	0.396687120199	9.750028371810913	0.684589624405	0.5390625
109	0.5859375	0.575725317001	9.835230350494385	0.65443110466	0.3828125
110	0.7734375	0.426166623831	9.918038845062256	0.547449886799	0.78515625
111	0.625	0.734681367874	10.000283479690552	0.590688467026	0.71875
112	0.7890625	0.538036227226	10.084535360336304	0.55303221941	0.8125
113	0.515625	0.637520432472	10.169368267059326	0.311159431934	1.0
114	1.0	0.296881079674	10.253596305847168	0.554404497147	0.87109375
115	1.0	0.311305403709	10.339324712753296	0.374730169773	0.9609375
116	0.453125	0.764835178852	10.42307710647583	0.465189665556	0.91796875
117	0.484375	0.721086502075	10.50719165802002	0.588925242424	0.625
118	0.828125	0.583731174469	10.59141755104065	0.379101753235	1.0
119	0.70703125	0.438280344009	10.676700353622437	0.799448609352	0.32421875
120	0.95703125	0.400002598763	10.761956691741943	0.341374993324	0.8125
121	0.77734375	0.476405858994	10.845882654190063	0.254854232073	1.0
122	0.76953125	0.602166175842	10.930135726928711	0.699887514114	0.75
123	0.70703125	0.523939371109	11.01496958732605	0.392250210047	0.99609375
124	0.75	0.493474602699	11.099241733551025	0.382175564766	0.85546875
125	0.9375	0.40663421154	11.183995723724365	0.431035220623	0.99609375
126	1.0	0.403448551893	11.266242980957031	0.511860728264	0.6953125
127	0.80859375	0.500772356987	11.351471424102783	0.210423469543	1.0
128	0.5859375	0.590749740601	11.435248136520386	0.251330882311	1.0
129	0.73046875	0.525485992432	11.519948482513428	0.526803731918	0.75
