dcs	sen	spe
0.9424248307594739	0.959060447992943	0.987926321525637
0.9362966820793479	0.9804380603501611	0.9781352800063603
0.9335340562302211	0.9836243732343264	0.9793976350180631
0.8694758409803931	0.9818937074224406	0.958799497655883
0.9430034223250302	0.9560310119501472	0.9850550353451233
0.925538830474656	0.9702683535223438	0.9775288112973795
0.950519506673547	0.959417205329121	0.9892917430696863
0.9486211098612674	0.980868019478002	0.9873310296535347
0.9558463135031159	0.9660484119379161	0.9901336486822557
0.9575062093547959	0.9689452612863821	0.9900031648257542
0.9503330175486083	0.9728442660924989	0.9851073772143712
0.880863830680864	0.7888766597162014	0.9995125737288304
0.9446784545802788	0.9759830587286203	0.9835945214833682
0.9492024396210517	0.9685416405317276	0.9878337707617956
0.9505445970293293	0.9847523147007574	0.9861115806630568
0.951148444216289	0.972635887523308	0.985022818956547
0.9527718986129327	0.9604461842866674	0.9901669893128577
0.9234446532941044	0.8640165185186354	0.9986559339662501
0.9527885736682894	0.9770151351514829	0.9864953125807407
0.9575342915588969	0.9834110605097538	0.9870357880467274
0.9472075003850061	0.9757758490832112	0.9846596859856607
0.9541097087156856	0.9605137703634182	0.9869388517874903
0.9486479815434369	0.9445507956423891	0.9914482049613248
0.96165107558956	0.9724328255358741	0.9912889707836257
0.9609794167133635	0.9522536612698949	0.9936762838884603
0.9640978048543181	0.9592525093377543	0.9942838200138993
0.9550137077344854	0.9675284517144216	0.9908803500562461
0.9518934704562094	0.9766812138761946	0.987978232982872
0.957491349201651	0.9738847415379304	0.9896706407978488
0.951858654823185	0.9536183481282473	0.9915156468889338
0.9429684151296513	0.95934200053762	0.9826340666376682
0.9503174440777205	0.982201051434357	0.9852764547166547
0.9608511517405227	0.9613589730232058	0.9931886170352333
0.9617417930101169	0.9662647751947044	0.990995485322949
0.959414456600951	0.964833597452557	0.9907870292342249
0.9608295607837277	0.9592247882715956	0.9935570783434465
0.9600420946279214	0.9818815419490503	0.9908295437538217
0.9614639828265034	0.9621512270872429	0.9925365495566696
0.9387704478256729	0.9801869652056918	0.9843020518274976
0.956143438868837	0.9609196529865015	0.9923103277519252
